82.99662184715271,17,complete
86.71094799041748,49,complete
89.89169692993164,60,complete
108.77019095420837,42,complete
119.58521103858948,19,quit_early
121.39096093177795,45,complete
131.43630290031433,57,quit_early
134.20204710960388,34,quit_early
137.67183017730713,11,quit_early
161.48757004737854,16,complete
166.9003541469574,14,quit_early
172.27882599830627,20,complete
189.52752804756165,2,quit_early
219.33377480506897,29,complete
233.8927481174469,55,quit_early
246.37339401245117,13,complete
247.10222482681274,44,quit_early
249.3456859588623,18,complete
262.4398989677429,46,quit_early
263.03333497047424,25,complete
266.7706849575043,22,complete
271.78040981292725,58,quit_early
275.29275488853455,8,quit_early
283.3990089893341,36,quit_early
294.72108602523804,6,quit_early
295.6611678600311,43,quit_early
304.74357509613037,52,quit_early
305.4725430011749,59,quit_early
315.7360620498657,63,quit_early
315.9906210899353,1,quit_early
321.8903298377991,28,complete
326.1759281158447,32,quit_early
328.67483282089233,26,quit_early
334.54118299484253,7,quit_early
336.7519497871399,9,complete
337.1571559906006,51,quit_early
345.04666805267334,39,quit_early
347.9865119457245,10,quit_early
356.3502049446106,41,quit_early
360.7325119972229,53,quit_early
369.8394808769226,62,quit_early
372.59059596061707,4,complete
374.42433309555054,5,quit_early
382.22385597229004,23,quit_early
382.9866089820862,48,quit_early
385.36533093452454,30,quit_early
394.52536821365356,33,quit_early
397.5479199886322,37,quit_early
399.3595139980316,24,complete
400.18611192703247,38,quit_early
407.1664037704468,61,quit_early
411.1535680294037,27,quit_early
412.7866840362549,15,quit_early
417.8282220363617,56,quit_early
420.8923399448395,50,quit_early
421.8834319114685,3,quit_early
425.95220398902893,0,complete
429.83192801475525,40,quit_early
435.71148896217346,35,quit_early
439.96855092048645,54,quit_early
445.21494793891907,31,quit_early
450.42857098579407,47,quit_early
473.91459107398987,12,complete
477.9261038303375,21,complete
